Player,Position,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,drafted,Rnd,Pick,Tm,Draft_Position,Age,year,Ht_m,Wt_kg,BMI,Position_Performance_Index
Evan Rodriguez,FB,Temple,6.1,239.0,4.53,36.0,18.0,119.0,6.94,4.28,1,4.0,111.0,CHI,TE,23.0,2012,1.85928,108.408488,31.35982943410242,188.75
Brett Roy,DT,Nevada,6.3,275.0,5.0,30.5,32.0,108.0,7.31,4.62,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,124.7378,33.82883609920519,187.43
Zebrie Sanders,OT,Florida State,6.6,320.0,5.33,27.0,28.0,100.0,8.15,4.99,1,5.0,144.0,BUF,OL,22.0,2012,2.01168,145.14944,35.867207740945425,46.47
Mohamed Sanu,WR,Rutgers,6.1,211.0,4.62,36.0,19.0,126.0,6.88,4.22,1,3.0,83.0,CIN,WR,23.0,2012,1.85928,95.707912,27.685874521320542,177.72
Quentin Saulsberry,C,Mississippi State,6.2,304.0,5.28,22.0,26.0,90.0,8.19,4.99,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.88976,137.891968,38.61229944682111,156.46
Mitchell Schwartz,OT,California,6.5,318.0,5.38,26.5,23.0,89.0,7.86,4.87,1,2.0,37.0,CLE,T,23.0,2012,1.9812,144.242256,36.748182766582495,41.11
Darrell Scott,RB,South Florida,6.0,231.0,4.68,31.5,19.0,118.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,104.779752,31.32888511147392,184.51
Coty Sensabaugh,CB,Clemson,5.11,189.0,4.33,37.0,15.0,122.0,6.6,4.06,1,4.0,115.0,TEN,DB,23.0,2012,1.5575280000000002,85.728888,35.33909837033945,173.98999999999998
Derrick Shelby,DE,Utah,6.3,266.0,4.87,35.5,26.0,116.0,7.09,4.5,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.92024,120.655472,32.721710554140294,193.96
Amini Silatolu,OG,Midwestern State,6.4,311.0,5.33,31.5,28.0,107.0,7.95,4.87,1,2.0,40.0,CAR,G,23.0,2012,1.9507200000000002,141.067112,37.07113662870989,184.64999999999998
Harrison Smith,S,Notre Dame,6.2,213.0,4.54,34.0,19.0,122.0,6.63,4.12,1,1.0,29.0,MIN,DB,23.0,2012,1.88976,96.615096,27.05401244135821,171.29
Jacquies Smith,DE,Missouri,6.3,253.0,4.75,31.5,21.0,110.0,7.25,4.31,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.92024,114.758776,31.122529211268777,178.81
Scott Solomon,DE,Rice,6.3,262.0,4.88,35.0,34.0,124.0,7.17,4.25,1,7.0,211.0,TEN,DE,23.0,2012,1.92024,118.841104,32.22965475633367,209.29999999999998
Sean Spence,OLB,Miami (FL),5.11,231.0,4.66,33.5,12.0,119.0,7.46,4.28,1,3.0,86.0,PIT,LB,22.0,2012,1.5575280000000002,104.779752,43.192231341525996,180.9
Brian Stahovich,P,San Diego State,6.0,211.0,4.78,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.8288000000000002,95.707912,28.61642752606492,0.0
Ryan Steed,CB,Furman,5.1,195.0,4.64,34.0,12.0,121.0,6.94,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,88.45044,36.60409890344323,170.79999999999998
Donald Stephenson,OT,Oklahoma,6.5,312.0,4.94,35.5,19.0,114.0,7.52,4.78,1,3.0,74.0,KAN,T,23.0,2012,1.9812,141.520704,36.05482082759037,36.24
Devon Still,DT,Penn State,6.5,303.0,5.01,29.5,26.0,105.0,7.69,4.64,1,2.0,53.0,CIN,DT,23.0,2012,1.9812,137.438376,35.01477791910219,177.83999999999997
Tommy Streeter,WR,Miami (FL),6.5,219.0,4.37,33.0,17.0,125.0,7.08,4.22,1,6.0,198.0,BAL,WR,22.0,2012,1.9812,99.336648,25.30771077321247,173.67000000000002
Nathan Stupar,OLB,Penn State,6.2,241.0,4.65,31.0,21.0,116.0,6.84,4.28,1,7.0,230.0,OAK,LB,24.0,2012,1.88976,109.31567199999999,30.610408443039105,183.77
J.R. Sweezy,DT,North Carolina State,6.5,298.0,4.97,36.0,21.0,113.0,7.4,4.41,1,7.0,225.0,SEA,DT,23.0,2012,1.9812,135.170416,34.436976303275415,186.78
Alameda Ta'amu,DT,Washington,6.2,348.0,5.3,26.0,35.0,103.0,7.69,4.64,1,4.0,109.0,PIT,DT,22.0,2012,1.88976,157.850016,44.200921735176806,181.63
Ryan Tannehill,QB,Texas A&M,6.4,221.0,4.65,31.0,19.5,111.0,7.13,4.33,1,1.0,8.0,MIA,QB,24.0,2012,1.9507200000000002,100.243832,26.343154967668436,158.11
Brandon Taylor,S,LSU,5.11,209.0,4.52,33.5,17.0,118.0,7.32,4.37,1,3.0,73.0,SDG,DB,22.0,2012,1.5575280000000002,94.80072799999999,39.078685499475895,167.70999999999998
Dave Teggart,K,Connecticut,6.0,201.0,5.25,33.5,13.0,113.5,7.15,4.33,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,91.171992,27.260198733360422,0.0
Darron Thomas,QB,Oregon,6.3,220.0,4.77,36.0,14.0,121.0,7.17,4.28,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,99.79024,27.063068879364153,173.21999999999997
Johnny Thomas,S,Oklahoma State,5.1,206.0,4.57,35.5,20.0,123.0,7.01,4.25,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,93.439952,38.66894550825285,174.32999999999998
Phillip Thomas,S,Syracuse,5.11,198.0,4.68,33.0,14.0,122.0,7.01,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5575280000000002,89.811216,37.02191257845085,170.89
Brandon Thompson,DT,Clemson,6.2,314.0,5.2,31.0,35.0,100.0,7.97,4.71,1,3.0,93.0,CIN,DT,22.0,2012,1.88976,142.427888,39.882440875992856,183.88
Christian Thompson,S,South Carolina State,6.0,211.0,4.42,31.5,18.0,122.0,7.33,4.13,1,4.0,130.0,BAL,DB,22.0,2012,1.8288000000000002,95.707912,28.61642752606492,169.38000000000002
Andrew Tiller,OG,Syracuse,6.4,324.0,5.44,23.0,16.0,85.0,7.92,4.8,1,6.0,179.0,NOR,G,23.0,2012,1.9507200000000002,146.963808,38.620733979749204,142.16
Nick Toon,WR,Wisconsin,6.2,215.0,4.49,37.5,18.0,121.0,6.975,4.22,1,4.0,122.0,NOR,WR,23.0,2012,1.88976,97.52228,27.308040727192562,174.185
Danny Trevathan,OLB,Kentucky,6.0,237.0,4.84,31.5,18.0,111.0,7.12,4.29,1,6.0,188.0,DEN,LB,22.0,2012,1.8288000000000002,107.501304,32.14262238709662,176.75
Johnnie Troutman,OG,Penn State,6.4,325.0,5.52,27.5,31.0,101.0,7.96,5.0,1,5.0,149.0,SDG,G,24.0,2012,1.9507200000000002,147.4174,38.73993377598299,177.98
Christian Tupou,DT,USC,6.2,289.0,5.38,24.0,30.0,92.0,8.07,4.87,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.88976,131.088088,36.70708730306349,164.32
Robert Turbin,RB,Utah State,5.1,222.0,4.42,36.0,28.0,122.0,7.16,4.31,1,4.0,106.0,SEA,RB,22.0,2012,1.5544799999999999,100.697424,41.67235875161229,201.89000000000001
Marc Tyler,RB,USC,5.11,219.0,4.7,30.5,19.0,110.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5575280000000002,99.336648,40.94847906404412,175.52999999999997
DeAngelo Tyson,DT,Georgia,6.2,315.0,5.0,29.5,27.0,105.0,7.69,4.64,1,7.0,236.0,BAL,DT,23.0,2012,1.88976,142.88148,40.00945501891004,178.82999999999998
Courtney Upshaw,DE,Alabama,6.2,272.0,4.74,33.0,22.0,114.0,7.28,4.41,1,2.0,35.0,BAL,LB,22.0,2012,1.88976,123.377024,34.54784687347152,185.43
Olivier Vernon,DE,Miami (FL),6.2,261.0,4.73,34.5,31.0,122.0,7.39,4.5,1,3.0,72.0,MIA,LB,21.0,2012,1.88976,118.387512,33.1506913013826,204.12
Trevin Wade,CB,Arizona,5.1,192.0,4.52,34.5,18.0,116.0,6.87,4.0,1,7.0,245.0,CLE,DB,23.0,2012,1.5544799999999999,87.089664,36.04095892031334,165.89
Dustin Waldron,OT,Portland State,6.5,305.0,5.23,26.0,29.0,103.0,7.93,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,138.34556,35.245898565432896,46.910000000000004
Blair Walsh,K,Georgia,5.9,187.0,4.96,33.5,13.0,113.5,7.15,4.33,1,6.0,175.0,MIN,K,22.0,2012,1.7983200000000001,84.821704,26.22847524414446,0.0
Brandon Washington,OG,Miami (FL),6.3,320.0,5.14,25.0,28.0,101.0,8.22,4.87,1,6.0,200.0,PHI,G,24.0,2012,1.92024,145.14944,39.36446382452968,172.23
Rokevious Watkins,OG,South Carolina,6.4,338.0,5.29,27.0,25.0,102.0,7.87,4.9,1,5.0,150.0,STL,G,23.0,2012,1.9507200000000002,153.314096,40.289531127022315,172.06
Brandon Weeden,QB,Oklahoma State,6.3,221.0,4.89,31.0,19.5,111.0,7.13,4.33,1,1.0,22.0,CLE,QB,28.0,2012,1.92024,100.243832,27.18608282881581,158.35
Corey White,S,Samford,5.11,206.0,4.53,37.5,15.0,126.0,6.72,4.22,1,5.0,162.0,NOR,DB,22.0,2012,1.5575280000000002,93.439952,38.51774743010544,178.97
Jordan White,WR,West. Michigan,6.0,208.0,4.63,35.0,14.0,119.0,6.84,4.13,1,7.0,244.0,NYJ,WR,24.0,2012,1.8288000000000002,94.347136,28.209558888253575,169.6
Tahir Whitehead,OLB,Temple,6.1,233.0,4.62,37.0,21.0,124.0,7.14,4.37,1,5.0,138.0,DET,LB,22.0,2012,1.85928,105.686936,30.572553381363445,198.13
Fozzy Whittaker,RB,Texas,5.9,193.0,4.49,34.0,20.0,118.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.7983200000000001,87.543256,27.070030599571552,187.82
Carson Wiggs,K,Purdue,6.1,221.0,4.91,33.5,13.0,113.5,7.15,4.33,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.85928,100.243832,28.998001275885496,0.0
Kyle Wilber,OLB,Wake Forest,6.4,249.0,4.73,33.5,25.0,117.0,7.11,4.31,1,4.0,113.0,DAL,LB,23.0,2012,1.9507200000000002,112.944408,29.68074926221466,191.65000000000003
David Wilson,RB,Virginia Tech,5.1,206.0,4.38,41.0,19.0,132.0,7.09,4.12,1,1.0,32.0,NYG,RB,21.0,2012,1.5544799999999999,93.439952,38.66894550825285,207.59
Russell Wilson,QB,Wisconsin,5.11,204.0,4.53,34.0,19.5,118.0,6.97,4.09,1,3.0,75.0,SEA,QB,23.0,2012,1.5575280000000002,92.532768,38.14378871719179,167.59
Billy Winn,DE,Boise State,6.4,294.0,4.86,27.0,24.0,107.0,7.37,4.44,1,6.0,205.0,CLE,DT,23.0,2012,1.9507200000000002,133.356048,35.04474009273538,174.67000000000002
Patrick Witt,QB,Yale,6.3,225.0,5.06,31.5,19.5,101.0,7.14,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,102.0582,27.67813862662243,149.07
Derek Wolfe,DT,Cincinnati,6.5,295.0,4.93,33.5,33.0,108.0,7.26,4.44,1,2.0,36.0,DEN,DT,22.0,2012,1.9812,133.80964,34.09029533377936,191.13
Jerel Worthy,DT,Michigan State,6.2,308.0,5.0,28.5,27.0,107.0,7.6,4.56,1,2.0,51.0,GNB,DT,22.0,2012,1.88976,139.706336,39.12035601848981,179.66
Jarius Wright,WR,Arkansas,5.1,182.0,4.39,38.0,11.0,120.0,6.93,4.03,1,4.0,118.0,MIN,WR,22.0,2012,1.5544799999999999,82.553744,34.16382564321368,173.35
Kendall Wright,WR,Baylor,5.1,196.0,4.49,38.5,14.0,121.0,6.93,4.18,1,1.0,20.0,TEN,WR,22.0,2012,1.5544799999999999,88.904032,36.791812231153195,175.10000000000002
Devon Wylie,WR,Fresno State,5.9,187.0,4.36,39.0,17.0,123.0,6.975,4.22,1,4.0,107.0,KAN,WR,24.0,2012,1.7983200000000001,84.821704,26.22847524414446,177.555
Desmond Wynn,OG,Rutgers,6.5,303.0,4.98,32.5,28.0,101.0,7.890000000000001,4.78,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,137.438376,35.01477791910219,179.15
Kevin Zeitler,OG,Wisconsin,6.4,314.0,5.32,29.0,32.0,101.0,7.77,4.61,1,1.0,27.0,CIN,G,22.0,2012,1.9507200000000002,142.427888,37.42873601741126,179.70000000000002
Markus Zusevics,OT,Iowa,6.5,303.0,5.08,28.0,24.0,103.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,137.438376,35.01477791910219,41.67
Oday Aboushi,OT,Virginia,6.5,308.0,5.41,23.5,17.0,100.0,7.92,4.84,1,5.0,141.0,NYJ,T,22.0,2013,1.9812,139.706336,35.59257953492895,35.17
Johnny Adams,CB,Michigan State,5.1,185.0,4.48,36.0,16.0,122.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.5544799999999999,83.91452,34.72696562634358,173.58
Robert Alford,CB,SE Louisiana,5.1,188.0,4.39,40.0,17.0,132.0,6.89,4.23,1,2.0,60.0,ATL,DB,24.0,2013,1.5544799999999999,85.275296,35.29010560947347,187.50999999999996
Keenan Allen,WR,California,6.2,206.0,4.58,35.5,14.0,121.0,6.975,4.22,1,3.0,76.0,SDG,WR,21.0,2013,1.88976,93.439952,26.164913440937994,172.27499999999998
Ryan Allen,P,Louisiana Tech,6.1,229.0,4.98,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.85928,103.872568,30.047702679537462,0.0
Zach Allen,OG,North Carolina State,6.2,332.0,5.43,27.5,32.0,101.0,7.890000000000001,4.78,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.88976,150.592544,42.16869544850201,178.6
Kiko Alonso,ILB,Oregon,6.3,238.0,4.74,33.0,22.0,115.0,7.19,4.3,1,2.0,46.0,BUF,LB,23.0,2013,1.92024,107.954896,29.277319969493952,186.23000000000002
David Amerson,CB,North Carolina State,6.1,205.0,4.44,35.5,15.0,127.0,6.94,4.16,1,2.0,51.0,WAS,DB,21.0,2013,1.85928,92.98636,26.89859846858157,178.04
C.J. Anderson,RB,California,5.8,224.0,4.6,32.0,17.0,119.0,7.15,4.12,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.76784,101.604608,32.5107877062101,183.87
Ziggy Ansah,DE,BYU,6.5,271.0,4.56,34.5,21.0,118.0,7.11,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.9812,122.923432,31.31684757781087,189.43
Marc Anthony,CB,California,5.11,196.0,4.63,35.0,12.0,118.0,6.74,4.07,1,7.0,247.0,BAL,DB,23.0,2013,1.5575280000000002,88.904032,36.647953865537204,168.44
Terron Armstead,OT,Ark-Pine Bluff,6.5,306.0,4.71,34.5,31.0,112.0,7.62,4.72,1,3.0,75.0,NOR,T,22.0,2013,1.9812,138.799152,35.36145888859824,48.05
Tavon Austin,WR,West Virginia,5.8,174.0,4.34,32.0,14.0,120.0,6.975,4.01,1,1.0,8.0,STL,WR,23.0,2013,1.76784,78.925008,25.253915450359635,167.325
Jeff Baca,OG,UCLA,6.3,302.0,5.03,26.5,25.0,100.0,7.26,4.44,1,6.0,196.0,MIN,G,23.0,2013,1.92024,136.984784,37.15021273439988,168.23
Alvin Bailey,OG,Arkansas,6.3,312.0,4.95,27.5,27.0,101.0,7.890000000000001,4.78,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.92024,141.520704,38.380352228916436,173.11999999999998
Stedman Bailey,WR,West Virginia,5.1,193.0,4.52,34.5,11.0,117.0,6.81,4.09,1,3.0,92.0,STL,WR,22.0,2013,1.5544799999999999,87.543256,36.2286722480233,166.92
David Bakhtiari,OT,Colorado,6.4,299.0,5.18,25.5,28.0,101.0,7.7,4.74,1,4.0,109.0,GNB,T,21.0,2013,1.9507200000000002,135.624008,35.640739073904356,45.620000000000005
Montee Ball,RB,Wisconsin,5.1,214.0,4.66,32.0,15.0,118.0,6.88,4.4,1,2.0,58.0,DEN,RB,22.0,2013,1.5544799999999999,97.068688,40.17065212993257,180.94
Johnthan Banks,CB,Mississippi State,6.2,185.0,4.61,34.0,10.0,125.0,6.97,4.27,1,2.0,43.0,TAM,DB,23.0,2013,1.88976,83.91452,23.49761643967732,174.85000000000002
Chris Barker,OG,Nevada,6.3,305.0,5.25,27.5,29.0,99.0,8.09,4.77,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.92024,138.34556,37.519254582754854,173.61
Matt Barkley,QB,USC,6.2,227.0,4.91,31.0,19.5,111.0,7.13,4.33,1,4.0,98.0,PHI,QB,22.0,2013,1.88976,102.965384,28.83221044219866,158.37
Kenjon Barner,RB,Oregon,5.9,196.0,4.52,35.5,20.0,122.0,6.87,4.2,1,6.0,182.0,CAR,RB,24.0,2013,1.7983200000000001,88.904032,27.4908082772851,193.08999999999997
T.J. Barnes,DT,Georgia Tech,6.6,369.0,5.3,22.0,25.0,97.0,8.26,4.96,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,2.01168,167.375448,41.3593739262777,162.52
Sam Barrington,ILB,South Florida,6.1,246.0,4.91,32.5,22.0,117.0,7.19,4.3,1,7.0,232.0,GNB,LB,22.0,2013,1.85928,111.583632,32.278318162297886,187.9
David Bass,DE,Missouri Western State,6.4,262.0,4.84,30.5,20.0,111.0,7.07,4.33,1,7.0,233.0,OAK,DE,22.0,2013,1.9507200000000002,118.841104,31.230346613253985,177.74
Steve Beauharnais,ILB,Rutgers,6.1,240.0,4.84,33.0,19.0,118.0,6.99,4.2,1,7.0,235.0,NWE,LB,23.0,2013,1.85928,108.86207999999999,31.491042109558908,186.03
Nick Becton,OT,Virginia Tech,6.5,323.0,5.2,29.5,19.0,109.0,7.77,4.57,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.9812,146.51021599999999,37.32598438240926,36.54
Le'Veon Bell,RB,Michigan State,6.1,230.0,4.6,31.5,24.0,118.0,6.75,4.24,1,2.0,48.0,PIT,RB,21.0,2013,1.85928,104.32616,30.178915354993958,189.09
Giovani Bernard,RB,North Carolina,5.8,202.0,4.53,33.5,19.0,122.0,6.91,4.12,1,2.0,37.0,CIN,RB,21.0,2013,1.76784,91.625584,29.317763913635897,190.06
Tommy Bohanon,FB,Wake Forest,6.1,246.0,4.88,35.0,36.0,119.0,7.27,4.42,1,7.0,215.0,NYJ,RB,22.0,2013,1.85928,111.583632,32.278318162297886,206.57
Travis Bond,OG,North Carolina,6.6,329.0,5.27,22.5,22.0,98.0,7.85,4.96,1,7.0,214.0,MIN,G,22.0,2013,2.01168,149.231768,36.87597295865951,160.57999999999998
Alan Bonner,WR,Jacksonville State,5.1,193.0,4.59,33.0,14.0,117.0,6.975,4.15,1,6.0,195.0,HOU,WR,22.0,2013,1.5544799999999999,87.543256,36.2286722480233,165.715
Zach Boren,FB,Ohio State,5.11,238.0,5.0,32.0,25.0,109.0,7.28,4.44,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.5575280000000002,107.954896,44.50108683672375,182.72
Jon Bostic,OLB,Florida,6.1,245.0,4.59,32.5,22.0,118.0,6.99,4.24,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.85928,111.13004,32.14710548684139,188.32000000000002
Josh Boyce,WR,TCU,5.11,206.0,4.38,34.0,22.0,131.0,6.68,4.1,1,4.0,102.0,NWE,WR,22.0,2013,1.5575280000000002,93.439952,38.51774743010544,180.16
Josh Boyd,DT,Mississippi State,6.3,310.0,5.14,26.5,32.0,104.0,7.16,4.64,1,5.0,167.0,GNB,DE,24.0,2013,1.92024,140.61352,38.13432433001313,179.43999999999997
John Boyett,S,Oregon,5.1,204.0,4.64,35.5,27.0,120.0,7.01,4.2,1,6.0,192.0,IND,DB,23.0,2013,1.5544799999999999,92.532768,38.29351885283292,171.34999999999997
Tyler Bray,QB,Tennessee,6.6,232.0,5.05,31.0,19.5,100.0,7.2,4.51,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,2.01168,105.233344,26.003725612185434,147.76
Dylan Breeding,P,Arkansas,6.1,213.0,4.74,29.0,11.0,110.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.85928,96.615096,27.948299872233534,0.0
Arthur Brown,OLB,Kansas State,6.0,241.0,4.62,34.5,22.0,116.0,7.12,4.29,1,2.0,56.0,BAL,LB,20.0,2013,1.8288000000000002,109.31567199999999,32.685113904178415,188.53
Braden Brown,OT,BYU,6.5,310.0,5.2,28.0,26.0,100.0,7.43,4.7,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.9812,140.61352,35.82370018125966,43.33
Marlon Brown,WR,Georgia,6.4,213.0,4.63,35.5,14.0,121.0,6.975,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.9507200000000002,96.615096,25.389556597798084,172.325
Armonty Bryant,DE,East Central (OK),6.4,263.0,4.86,31.5,24.0,118.0,7.32,5.0,1,7.0,217.0,CLE,DE,23.0,2013,1.9507200000000002,119.294696,31.34954640948778,190.68
Michael Buchanan,DE,Illinois,6.5,255.0,4.78,33.0,22.0,113.0,6.91,4.44,1,7.0,226.0,NWE,DE,22.0,2013,1.9812,115.66596,29.467882407165206,184.13
Rex Burkhead,RB,Nebraska,5.1,214.0,4.73,39.0,21.0,125.0,6.85,4.09,1,6.0,190.0,CIN,RB,23.0,2013,1.5544799999999999,97.068688,40.17065212993257,200.67000000000002
Adrian Bushell,CB,Louisville,5.9,186.0,4.58,33.0,17.0,116.0,6.92,4.25,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.7983200000000001,84.368112,26.088216018239944,164.74999999999997
Colby Cameron,QB,Louisiana Tech,6.2,212.0,4.78,30.5,19.5,112.0,6.98,4.28,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.88976,96.161504,26.92699829844104,158.54
Anthony Cantele,K,Kansas State,5.1,180.0,4.76,33.5,13.0,113.5,7.15,4.33,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.5544799999999999,81.64656,33.78839898779375,0.0
Tank Carradine,DE,Florida State,6.4,276.0,4.9,33.0,28.0,114.0,7.28,4.41,1,2.0,40.0,SFO,DE,23.0,2013,1.9507200000000002,125.191392,32.899143760527096,191.59
Braxston Cave,C,Notre Dame,6.3,303.0,5.33,25.5,26.0,98.0,7.81,4.71,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.92024,137.438376,37.27322668385154,167.35
Emmett Cleary,OT,Boston Col.,6.7,316.0,5.21,28.5,24.0,108.0,7.81,4.7,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,2.04216,143.335072,34.36947815951522,41.720000000000006
Jamie Collins,OLB,Southern Miss,6.3,250.0,4.64,41.5,19.0,139.0,7.1,4.32,1,2.0,52.0,NWE,LB,23.0,2013,1.92024,113.398,30.753487362913813,215.55999999999997
Sanders Commings,CB,Georgia,6.0,216.0,4.41,34.5,15.0,117.0,7.1,4.3,1,5.0,134.0,KAN,DB,23.0,2013,1.8288000000000002,97.975872,29.29454192241717,167.31
Jonathan Cooper,OG,North Carolina,6.2,311.0,5.07,27.0,35.0,108.0,7.78,4.84,1,1.0,7.0,ARI,G,23.0,2013,1.88976,141.067112,39.501398447241336,187.69
Bobby Cowan,P,Idaho,6.4,219.0,5.13,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.9507200000000002,99.336648,26.10475537520085,0.0
Justice Cunningham,TE,South Carolina,6.3,258.0,4.94,31.5,20.0,116.0,7.12,4.45,1,7.0,254.0,IND,TE,22.0,2013,1.92024,117.026736,31.737598958527055,184.01
Jonathan Cyprien,S,Florida International,6.0,217.0,4.64,38.5,17.0,120.0,7.01,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.8288000000000002,98.429464,29.43016480168762,174.34999999999997
Knile Davis,RB,Arkansas,5.11,227.0,4.37,33.5,31.0,121.0,6.96,4.38,1,3.0,96.0,KAN,RB,21.0,2013,1.5575280000000002,102.965384,42.44431391569871,201.21
Marcus Davis,WR,Virginia Tech,6.3,233.0,4.56,39.5,19.0,120.0,7.15,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.92024,105.686936,28.662250222235674,175.43
Will Davis,CB,Utah State,5.11,186.0,4.51,35.5,16.0,127.0,6.52,4.02,1,3.0,93.0,MIA,DB,23.0,2013,1.5575280000000002,84.368112,34.77816030096898,177.55
Everett Dawkins,DT,Florida State,6.2,292.0,5.06,30.0,23.0,103.0,7.61,4.88,1,7.0,229.0,MIN,DT,23.0,2013,1.88976,132.448864,37.088129731815016,173.55
Jordan Devey,OT,Memphis,6.7,317.0,5.25,24.0,21.0,98.0,7.91,4.77,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,2.04216,143.788664,34.47824233090609,38.92999999999999
Quinton Dial,DT,Alabama,6.5,318.0,5.29,29.5,27.0,105.0,7.69,4.64,1,5.0,157.0,SFO,DE,23.0,2013,1.9812,144.242256,36.748182766582495,179.11999999999998
Aaron Dobson,WR,Marshall,6.3,210.0,4.37,35.5,14.0,121.0,6.975,4.22,1,2.0,59.0,NWE,WR,22.0,2013,1.92024,95.25431999999999,25.8329293848476,172.065
Alex Dunnachie,P,Hawaii,6.3,217.0,4.97,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2013,1.92024,98.429464,26.69402703100919,0.0
Zac Dysert,QB,Miami (OH),6.3,231.0,4.81,31.0,19.5,111.0,7.13,4.33,1,7.0,234.0,DEN,QB,23.0,2013,1.92024,104.779752,28.416222323332363,158.27
Lavar Edwards,DE,LSU,6.4,277.0,4.8,33.0,24.0,119.0,7.03,4.51,1,5.0,142.0,TEN,DE,23.0,2013,1.9507200000000002,125.644984,33.01834355676089,192.34
Mike Edwards,CB,Hawaii,5.9,189.0,4.56,36.0,14.0,124.0,6.94,4.18,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2013,1.7983200000000001,85.728888,26.50899369595349,175.68
Tyler Eifert,TE,Notre Dame,6.5,250.0,4.68,35.5,22.0,119.0,6.92,4.32,1,1.0,21.0,CIN,TE,22.0,2013,1.9812,113.398,28.890080791338438,192.42
Matt Elam,S,Florida,5.1,208.0,4.43,35.5,17.0,118.0,7.01,4.2,1,1.0,32.0,BAL,DB,22.0,2013,1.5544799999999999,94.347136,39.04437216367278,169.14
Andre Ellington,RB,Clemson,5.9,199.0,4.61,34.0,19.0,122.0,7.07,4.26,1,6.0,187.0,ARI,RB,24.0,2013,1.7983200000000001,90.264808,27.91158595499865,190.94
Zach Ertz,TE,Stanford,6.5,249.0,4.76,30.5,24.0,111.0,7.08,4.47,1,2.0,35.0,PHI,TE,22.0,2013,1.9812,112.944408,28.774520468173083,181.81
Gavin Escobar,TE,San Diego State,6.6,254.0,4.84,32.0,20.0,114.0,7.07,4.31,1,2.0,47.0,DAL,TE,22.0,2013,2.01168,115.212368,28.46959614437543,182.22
Josh Evans,S,Florida,6.1,207.0,4.58,34.5,17.0,123.0,6.64,4.1,1,6.0,169.0,JAX,DB,22.0,2013,1.85928,93.893544,27.161023819494563,172.81999999999996
